,jobTitle,companyName,local,postedTime,jobDetails
20,Data Engineer,                 Empiric               ,               Portugal             ,                                                                                                                                                                       Há 5 dias          ,"   Pyspark Data Engineer -         6-month contract initially (very likely extensions - 6 month rolling)-         Fully remote Mandatory Skills: ·        Spark (Pyspark): very good·        SQL: very good·        Python(Basics and OOPS): good·        Pandas: good·        Hadoop(Hive/Hdfs): goodRole Description Skills: ·        Spark Engineer·        Experience on designing and building Big Data applications, Experience in very large-scale Big Data & Analytics applications ·        Deep understanding of Architecture, Design principles and optimization concepts of Software Engineering·        Strong problem-solving skills, data structures and algorithms·        Experience with distributed systems handling large amounts of data·        Should be a Spark developer with Python experience.·        Knowledge of relational database (Postgre SQL / BigQuery / MY SQL / Oracle)·        Experience in Hadoop based products using technologies, like, Kafka, Spark, HDFS, Hive, ·        Strong experience using Agile Scrum.·        Experience on Linux, Airflow, CI/CD, Git·        Good knowledge of any one platform (Azure/Google cloud/AWS).·        Ensure all development projects undergo thorough QA processes to minimise errors and ensure high quality.·        Good to have experience on python testing frameworks like PyTest or unit-         Good to have experience on Machine Learning           Exibir mais                     Exibir menos             "
21,Data Engineer,                 Axians Portugal               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 2 meses          ,"           The world is more connected than ever before and the pace of change is bewildering. We deliver the best combination of technology and services to enable our clients to fulfil the diverse needs of their customers. By fostering a deeply and personal relationship with our clients, we want to improve the lives of people and organizations.Axians is the VINCI Energies brand dedicated to ICT and Digital Transformation. We’re present across 23 countries, with more than 11 000 employees and an annual revenue of more than 2.5 billion euros, in 2019.The best of ICT with a human touchFunction: Data EngineerWorkplace: LisbonTechnical RequirementsMaster in Computer Science (preferred), Mathematics, Physics, Electronic, Biomedical or similar Engineering MasterProfessional experience with Python programming language (Java/C++ will be considered)Proeficient understanding of code versioning tools such as GitKnowledge of SQLKnowledge of visualization tools are a plus (Tableau, Power BI)Knowledge and interest in financial markets are a plusEnglish fluent Behavioral Profile:Rigor, responsiveness, strong autonomy and proactivity;Strong communication skills, written and oral;Client Focus. Send the CV preferably in English and preferably in Europass format to: recrutamento.axianspt@axians.com indicating in the title the reference DataEngineer.DM.DB                 Exibir mais                     Exibir menos             "
22,Data Engineer (m/f),                 Hays               ,               Lisboa e Região             ,                                                                                                                                                                       Há 2 semanas          ,"   DOMO | MS Azure | .NET/JavaYour new companyIntegrate a multinational company, headquartered in Germany, that operates in the pharmaceutical sector and is distinguished as a global leader in pain management and related diseases. As a part of their growth, they are expanding to the third Group Business Services Unit in Lisbon alongside one in Germany and Latin America.Your new roleThe Data Engineer is responsible for the life cycle management of the analytical solutions in DOMO environment. That includes interfaces to GTR Data Lake and the other additional sources.Responsibility for scheduling/running/monitoring day-to-day operations and the periodic processes related to tools;Design and implement BI applications:Test new functionalities or subject areas;Ensure the accurate operation of the BI applications and problem management in the 1st and 2nd level support;Participate in the business process analysis and requirement gathering with stakeholders while contributing to the design, presentation and implementation of technical solutions;Develop, document and implement data mappings for ETL implementations;Contribute to the full SDLC from scoping, analysis, design, implementation and quality assurance to delivery and support.What you need to succeedBachelor/Master degree in Computer Science or similar;+4 years of experience in implementing BI solutions on the MS or Qlik environments;Experience with MS Visual Studio and .NET/Java;Experience with MS Azure, namely MS Data Factory, MS Azure Data Lake;DOMO certification is a plus;Experience with Agile development processes;Fluency in English.What the company can offer youThis company will give you the opportunity of working in a fast pace international environment that allows smart, determined and flexible people to thrive. You´ll have the chance to be a part of a growing team in a leading company of its sector as well as get exposure to a wide variety of business topics, greenfield projects and integrate a world-class company with a creative spirit.Next stepIf you are interested in this opportunity, click on “Apply Now” to forward us your updated CV.            Exibir mais                     Exibir menos             "
23,Data Engineer (d/f/m),                 Hays               ,"               Porto, Portugal             ",,"   Your new companyHAYS Technology is an international company where work more than 16 different nationalities. They have around 350 employees from several business areas, from IT, to Finance, to HR. The IT team represents 75% of it, so as you can see they are a major tech company, and as a Tech company, they share an innovative spirit.Your new roleContribute in the design and construction of the company data warehouse;Collect, store, process, and support the analysis of huge sets of data, both structured and unstructured.What you will need to succeedUnderstanding of one or more object-oriented programming languages (C#, Java, etc);Demonstrable skills and experience using SQL with large data sets (SQL Server, Oracle, DB2, etc);Experience in building ETL processes (SSIS, Oracle Data Integrator; Code based);Experience in modeling databases for analytical consumption (Star Schema; Snowflake; Data Vault);Experience with data visualization tools (PowerBI, Qlikview, Tableau);Experience in OLAP tools (SSAS, IBM Cognos) with multidimensional and/or tabular models;Experience with high throughput, 24x7 systems;What our client will offerAttractive bonus schemeFree access to Udemy for Business for an unlimited training experienceA great work life balance: hybrid work week; additional vacation day in DecemberCaring perks: individual private health insurance, dental insurance, discounted gym membership, parental bonusFun at work: company events, quarterly team building, drinks and snacks.Next StepIf you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now.If this job isn't quite right for you but you are looking for a new position, please contact us for a confidential discussion on your career           Exibir mais                     Exibir menos             "
24,Data Engineer,                 Solvay               ,"               Carnaxide, Lisboa, Portugal             ",                                                                                                                                                                       Há 1 mês          ,"   Job Overview And ResponsibilitiesData Engineers are part of a multi-disciplinary team along with Scrum Masters, Data Analysts, and Data Stewards to deliver data focused solutions. They have a key role to play within the Data teamby designing and building cutting edge data pipelines which can collect, process, transform and curate large amounts of data volumes in velocity and variety, while also integrating the needed data quality controls, metadata and monitoring mechanisms for a E2E data supply chain.His/her Key Responsibilities Will BeParticipate in sprint planning to estimate development effortImplements data pipelines for ingestion, creation, and transformation of sources and data «models (batch or streaming)Develop and execute jobs to import data periodicallyDelivers data sourcing approach and datasets for analysis, with activities including data staging, ELT, data quality, archiving and retentionProfile data and validate whether fit for purposeIntegrates the new data into existing analytical datasetsExecutes system unitary, integration & performance testsEducation and ExperienceUniversity degree in Information Systems, Computer Science, Engineering or related areasMinimum: >5 years of hands-on experience with data engineering, including data modeling, data integration and data qualitySkillsHard Skills:Experience with Agile methodologies and DevOps/DataOpsExperience in Requirements Engineering, Solution Architecture, Design, Development and DeploymentExperience in integrating data into analytical platformsExperience with ingestion technologies (SAP InfoSteward, SAP BW, Spark, Kafka, Talend,Google Big Query) and storage (HDFS, HBase, Hive, Relational, etc.)Experience in data profiling, source-target mappings, ELT development, SQL optimization, testing and implementationExpertise in SQL & other data manipulation languages essential (Pig, Python, Java)Experience with structured/unstructured dataTrack record of implementing databases and data access middleware and high volume processing involving large data storesBehavioral Skillscustomer focusExcellent oral and written communication skillsAble to work independently, creatively and collaboratively as part of a teamStrong analytical and problem-solving skillsCuriosity and appetite for Data and IT DomainsLanguage SkillsEnglish: mandatoryFrench: optionalAdditional InformationTravels may be required (projects, trainings, team meetings)                 Exibir mais                     Exibir menos             "
25,Data Engineer,                 Decskill               ,               Lisboa e Região             ,                                                                                                                                                                       Há 3 semanas          ,"   Decskill is 100% Portuguese technological company, founded in 2014, and we currently have more than 200 employees. Decskill operates in both national and international markets, with offices in Lisbon, Porto and Coruña, capable to provide services to any location in the national territory.How can Decskill be an accelerator to your career?We currently operate in 3 major areas: outsourcing by DECSKILL; augmented reality and computer vision products and solutions, by PROSKILL; and Agile training and coaching, by GETSKILL.The success of Decskill is built from the inside out, with talented employees and constant evolution, with innovative aspirations and a commitment to make a difference.We are looking for a Data Engineer or project based in Lisbon (currently remote, after pandemic 1 time per week in the office). Role:Build, maintain and iterate thru operational software and video streaming performance dashboards, taking responsibility for their accuracy and effectiveness in communicating product performance Undertake ad hoc analysis across the operational and performance data of a video streaming platform, reinforcing a data-driven approach to decision making Work with engineers, architects and analysts to consolidate, improve access and structure operational and performance data Develop a rich understanding of key operational and performance processes and the tools used across the software development and release management/operation teams Analyse performance and proactively recommend and drive improvements to existing analytics processes Requirements:What are we looking for?Excellent communication skills.A proven ability to use analytics tools to a high standard (BigQuery, Kibana, SQL, Python, R, Excel, Google Sheets, etc) Experience compiling and organizing disparate sources of data into value-adding formats (Grafana, Tableau, PowerBI, etc) A desire to develop and maintain an excellent knowledge of video streaming operations best practices, including processes, tools and knowledge of the wider industry Curiosity, ""can-do"" and solution-oriented attitude  Prepared for scaling environment Organized, detail-oriented and decision-maker             Exibir mais                     Exibir menos             "
26,AWS Data Engineer,                 K2 Partnering Solutions               ,"               Lisboa, Portugal             ",,"   AWS Data Engineer Location: Lisbon, PortugalContract Type: PermanentLanguage: English (B2+)Key Skills & Experience :•   Python 3 and Spark proficiency•   Big Data Architectures in cloud or on-premise (S3, HDFS...)•   Good knowledge of ETL, ELT•   Relational Databases proficiency is a must•   AWS (Lambda, Fargate, ECS, S3, GLUE, ATHENA, RDS, IAM, CLOUDFORMATION) - Mandatory•   GIT versions management•   ""Data analysis"" and ""Data wrangling"" with Python: Pandas, Matpotlib, Numpy.•   Good English level Ideally to have:•   AWS certifications•   Agile Methodologies•   QueryBuilders (PyPika)•   SQLAlchemy and Pandas Dataframes•   PostgreSQL﻿- Need to have EU Passport or Work VISA           Exibir mais                     Exibir menos             "
27,Data Engineer,                 Capgemini Engineering               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 4 dias          ,"           OferecemosA Altran está a reforçar as suas equipas de Azure Cloud Platform para integrar um centro de competências especializado em projetos no sector das Telecom, Media e EnergiaMissaoParticipação em projetos de alto reconhecimento – nacionais e internacionais;Plano de carreira individual desenhado à medida;PerfilExperiência em sistemas analíticos de dados (Data Lake, DM) ;Experiência com desenho de integrações de dados (através de Databricks, Data Factory, Azure SQL) ;Experiência em Cloud ;Experiência em metodologias ágeis ;Formação Superior em Engenharia Informática ou similar;Autonomia e sentido de responsabilidade ; Capacidade de Comunicação ;           Exibir mais                     Exibir menos             "
28,Data Engineer,                 Tripadvisor               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 2 semanas          ,"   Who We AreWe believe that we are better together, and at Tripadvisor we welcome you for who you are. Our workplace is for everyone, as is our people powered platform. At Tripadvisor, we want you to bring your unique perspective and experiences, so we can collectively revolutionize travel and together find the good out there.TripAdvisor, the world’s largest travel site, operates at scale with over 500 million reviews, opinions, photos, and videos reaching over 390 million unique visitors each month. We are a data driven company that leverages our data to empower our decisions. Tripadvisor is extremely excited to play a pivotal role in supporting our travellers. With travel plans dashed in early 2020, many people have been dreaming about their next big holiday for more than a year, so it’s no surprise that travellers are extra conscious of getting it just right when they travel. Helping to play an important role in enabling travellers is an amazing opportunity over the next year and beyond.Our data engineering team is focused on delivering TripAdvisor’s first-in-class data products that serve all data users across the organization. As a member of the Data Platform Enterprise Services Team, you will collaborate with engineering and business stakeholders to build, optimize, maintain, and secure the full data vertical including tracking instrumentation, information architecture, ETL pipelines, and tooling that provide key analytics insights for business-critical decisions at the highest levels of Product, Finance, Sales, CRM, Marketing, Data Science, and more. All in a dynamic environment of continuously modernizing tech stack including highly scalable architecture, cloud-based infrastructure, and real-time responsiveness.TripAdvisor provides a unique, global work environment that captures the speed, innovation and excitement of a startup, at a thriving, growing and well-established industry brand.We take pride in our data engineering and are looking for a talented and highly-motivated engineer with a passion for solving interesting problems to add to our high-performing team.What You Will DoProviding the organization’s data consumers high quality data sets by data curation, consolidation, and manipulation from a wide variety of large scale (terabyte and growing) sources. Building data pipelines and ETL processes that interact with terabytes of data on leading platforms such as Snowflake and BigQuery.Developing and improving our enterprise data by creating efficient and scalable data models to be used across the organization. Partnering with our analytics, data science, CRM, and machine learning teams.Responsible for enterprise data integrity, validation, and documentation.Solving data pipeline failure events and implementing sound anomaly detection What We SeekBS or MS degree in Computer Science or a related technical discipline4+ years of data engineering or general software development experience Experience working with large datasets (terabyte scale and growing) and familiarity with various technologies and tooling associated with databases and big dataRelational DB (PostgreSQL/MySQL)Big Data (i.e. Hadoop, Hive, BigQuery, Snowflake)Demonstrated proficiency in data design and data modeling Experience in developing complex ETL processes from concept to implementation; these should include defining SLA, performance measurements and monitoring.Proficiency in query language and data exploration skills, proven record of writing complex SQL queries across large datasets. Systems performance and tuning experience, with an eye for how systems architecture and design impacts performance and scalabilityStrong software engineering principlesExperience in functional programming in Python or in an equivalent languageSelf-paced, organized, and detail-oriented person with a strong sense of ownershipStrong communication skills to effectively communicate with both business and technical teams. Ability to work in a fast-paced and dynamic environmentAbility to break down complex problems into simple solutions.Strong interpersonal skills, intense curiosity, and an enthusiasm for solving difficult problems.Nice To HaveExperience with data governanceExposure to and/or interest in machine learning and data science specifically to help solve day-to-day problems and reach objectives in an innovative way Experience working with task orchestration tools, Airflow or similar systemsExperience in programming languages such as Java or equivalentWe strive to create an accessible and inclusive experience for all candidates. If you need a reasonable accommodation during the application or the recruiting process, please make sure to reach out to your individual recruiter or our team at greenhouse@tripadvisor.com.           Exibir mais                     Exibir menos             "
29,Data Engineer,                 NEX T Engineering               ,"               Porto, Portugal             ",                                                                                                                                                                       Há 4 semanas          ,"   Your NEX T step is right here!Procuramos qualidade e força de vontade !Gostas de partilhar, celebrar o sucesso em conjunto?Escutas, pensas e propões?Utilizas o inesperado para ter sucesso?Gostas de inspirar os outros com a tua atitude?Be the NEX T Data Engineer !2+ years of experience in building and maintaining data pipelines in a custom or commercial ETL tool (SSIS, Talend, Informatica, Airflow...);2+ years working with a BI reporting tool;Strong knowledge in SQL and Spark;Strong at programming background with languages such as Java, Scala, or Python;Fluent in English.A NEX T é uma consultora tecnológica que atua a nível nacional e internacional, com principal foco na área de Sistemas de Informação, Marketing Digital, Data Mining, Data Science e Automação de Processos.Conta connosco para:Superares os teus objetivos!Evoluíres na tua carreira profissional;Teres acompanhamento personalizado;Adquirires mais conhecimentos através do nosso Plano de Formação;Fazeres parte de uma equipa em grande crescimento.           Exibir mais                     Exibir menos             "
30,Data Engineer,                 Trouva               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 2 meses          ,"           Trouva is one of the fastest growing tech businesses in Europe (TNW Tech5), one of Wired Magazine's hottest European Startups and is 1st in the prestigious Startups 100 Index, ranking the UK’s best high growth startups.A software-enabled marketplace, Trouva brings customers beautiful homewares from the best independent boutiques around the world. We know that unless people happen to be in the right place, at the right time, that perfect piece can be impossible to find. All too often, it’s sitting in a shop somewhere they don’t even know about yet. That’s where we come in. Trouva was founded to make it easy for customers to discover just the right thing for them... wherever in the world it may be hiding.We’re using cutting edge technology to harness the expertise of the best bricks-and-mortar shops from Shoreditch to Stockholm, scaling their offering online to connect with a global customer base seeking unique, hard-to-find homewares. At Trouva, we envision a world where beautiful offline inventory is easily available to all.We’re lucky enough to be backed by world leading investors whose successes include ASOS, Farfetch, and Dropbox (Index Ventures, Octopus Venture and BGF), with Angel Investors including current and former C level execs from Just Eat, Google, eBay & Deliveroo. We’ve been covered by the likes of Forbes, Vogue, The BBC, TechCrunch and Sky News and have won Emerging Retailer of the Year at the Retail Week Awards, as well as being recognised by the likes of Retail 100, Maserati 100 and Technation’s Future Fifty.We’re growing incredibly quickly and are looking for exceptional people to join the Trouva family. Get a feel for what we're about through our Instagram or vision page.The OpportunityYou will be part of the newly formed Data & Analytics team which combines the three core Data disciplines, Engineering, Analytics and Data Science. As a Data Engineer you'll actively take part in expanding our current stack and building new ETL processes. You will get to experience the opportunities and challenges of working with data streams that originate from different sources, the standardisation process and the automation triggers that are required to keep the data clean.Collaborating with the wider Product team, you will help us define new processes and expose our data through APIs allowing the rest of the business to consume it and discover actionable insights.At Trouva we have to constantly evolve and iterate over our data architecture and processes to match the fast growing needs of the business, and as part of that you will have the chance to work with different technologies and tools and to actively help shape the vision for Data Engineering.RequirementsGood experience with SQL (we’re a PostgreSQL house, but dialect experience is flexible) for Data Interrogation and Manipulation Experience using Python to deploy Data Functions (End to End ETL Processes, Integration with API/Non-API data sources, Data cleansing using libraries such as Pandas/Numpy, Writing effective tests) Ideally experience working in the AWS Stack (e.g. RDS, EC2, Lambda, S3) - and an inquisitive mindset for adopting other technologies such as AWS Redshift and Data StreamingKeen to communicate and work closely on fast-moving projects with other departments ranging from other Developers to Product Specialists Bonus: Experience with general Database Monitoring and Performance Tuning practices Bonus: We use Airflow for our ETL workflows - any experience in that is a nice-to-have!BenefitsCompetitive salary and share options in one of Europe's most exciting start-ups. Equity is very important to us - we want you to be a shareholder in the company so you are part of the upside if we're successful together25 days + public holidaysFlexible, remote working policyMacbook Pro and Bose Noise cancelling headphones as standard issue, and any other tech you need to get the job doneRegular team events where we celebrate our success and peopleUnlimited staff discount on all Trouva products and a Trouva gift card to get something awesome for your desk           Exibir mais                     Exibir menos             "
31,Data Analyst,                 BNP Paribas CIB               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 2 semanas          ,"   About The JobElectronic Client Solutions (ECS) is a global team within the COO group, with teams based in London, Lisbon, New York and Singapore, ECS represents the backbone of BNP Paribas’s Electronic trading offering.Its core function is to provide a single point of contact for Client queries for all our Electronic products and services. ECS supports Clients, Trading venues and external counterparties, is responsible for Client enablement, Client Support and vendor relationships across all our Ecommerce platforms.ResponsibilitiesIts responsibilities fall into three main business/product lines organised respectively into three sub-teamsECS supports BNP PARIBAS clients on Single dealer and Multi dealer platforms in conjunction with Sales and Trading.FX Cash / Options / Algos / CommoditiesFixed Income – Rates / Credit / Structured Products / DerivativesStructured Products / DerivativesECS are a critical component of Electronic Business & Markets group, providing the highest level of service to our external and internal clients to position BNP Paribas as a leading provider of Electronic Markets solutions.Your Main Activities AreResponsible for managing and implementing all Client/User Enablement requests to BNP Paribas electronic trading platforms including our Single dealer Platform CortexFX, Multi Dealer platforms such as Bloomberg, Tradeweb, FXall, 360t and FIX API Connections to ECN’s etc etcRelationship with other departments - Sales, Trading and IT Support Teams to manage the configuration of Pricing and Client margin across various platformsResolve issues across all BNP Paribas electronic products and services, ensuring a quick and effective resolutionEnsure clients are connected, being priced and able to trade at all timesMonitor the status of all systems and electronic trade flowsUsing data-mining analysis tools to identify issuesProvide business support to Trading & SalesWorking closely with IT, Credit Risk, Legal, Compliance, etc.Manage all pricing and tier changes for Sales and Trading in the respective gatewaysManage price controls and limits across all products, ensuring all changes are properly controlled and approved prior to implementationClient Engagement Activities: monitor new client activity as well as dormant clients and users, follow up on credit and limit issuesConduct client feedback surveys to ensure ECS is meeting customer expectations, improving service levels and product development as neededRecord all Client Engagement activities in our ecommerce CRM tool to ensure accurate and meaningful MIS around Client EngagementConstantly review manual process and suggest new operating models to improve efficiencyProfile And Skills To SuccessAcademic background in Engineering, Mathematics, Finance, Economics or similar areas (preferential)An overall understanding and interest in the financial worldFluency in English (mandatory)Excellent communication skills and client focusStrong team work while being able to work autonomouslyStrong analytical and problem solving skillsAbility to work under tight deadlines and organisational skillsStrong Excel knowledgePython and other IT coding Skills, are desirableAbout The TeamBNP Paribas Electronic Business and Markets group is a transversal business line within Global Markets. It is responsible for managing all aspects of Electronic Business from Product Strategy and Distribution, Automated Market making, Client and Sales solutions as well as Client Service. Electronic Markets is part of the COO group that is looking to significantly grow BNP Paribas’s market share and improve its global electronic offering for its global client base. Why joining BNP Paribas?  Leading banking institutionBNP Paribas is a leader in the Eurozone, and a prominent international banking institution with strong roots in Europe's banking history. It has a presence in 72 countries, with around 200 000 Employees – including more than 150 000 in Europe. Our presence in Portugal Since 1985, BNP Paribas was one of the first foreign banks to operate in the country. Today, the Group has around 6.500 employees across several entities operating directly in the territory, offering a wide range of integrated financial solutions to support its clients and their businesses. International reachThanks to its international presence and regular and close collaboration among its different entities, BNP Paribas has the resources to support all clients with financing, investment, savings and protection solutions that help make their projects a success. BNP Paribas holds key positions in its three core operating divisions: Domestic Markets and International Financial Services for retail banking and specialised financial services, and Corporate & Institutional Banking for corporate and institutional clients.In its Corporate & Institutional Banking and International Financial Services activities, BNP Paribas also enjoys top positions in Europe, a strong presence in the Americas as well as a solid and fast-growing business in Asia-Pacific. Diversity and Inclusion commitment BNP Paribas is an equal opportunity employer and proud to provide equal employment opportunity to all job seekers. We are actively committed to ensuring that no individual is discriminated against on the grounds of age, disability, gender reassignment, marriage or civil partnership status, pregnancy and maternity, race, religion or belief, sex or sexual orientation. Equity and diversity are at the core of our recruitment policy because we believe that they foster creativity and efficiency, which in turn increase performance and productivity. We strive to reflect the society we live in, while keeping with the image of our clients.To find out more on why you should join BNP Paribas visit https://bnpp.lk/why-BNP-Paribas-Portugal Please note that only applications submitted in English will be considered. In case you are selected for this role, further documentation will be requested to support your hiring process.Primary LocationPT-11-LisbonJob TypeStandard / PermanentJobFINANCE ACCOUNTS ET MANAGEMENT CONTROLEducation LevelBachelor Degree or equivalent (>= 3 years)Experience LevelAt least 1 yearScheduleFull-timeJob Number: 2109GMFOS8319           Exibir mais                     Exibir menos             "
32,Data Analyst,                 Revolut               ,               Portugal             ,                                                                                                                                                                       Há 1 semana          ,"   WHAT WE NEEDWe are looking for smart and ambitious people who would help us understand our data better. Right now we have openings for Data Analysts inside some of the key product teams in Finance, FinCrime, Retail Product, Growth and more. This is a unique opportunity to learn about all aspects of our business. Your main weapons will be SQL, dashboards, and a thorough understanding of our business. You will also be acting as a bridge between product owners and engineers.WHAT YOU WILL BE DOING• Understand our business and its processes through our data• Apply this understanding and knowledge of our data to help product teams• Design key metrics to measure different aspects of the business• Create and maintain new aggregated views and tables to simplify data querying• Maintain and create new dashboards to track metrics and visualise insights• Promote data literacy across the company, organise and hold workshopsWHAT YOU WILL NEED• Proven work experience as a Data Analyst or Business Analyst• 1+ year of experience creating dashboards/reports using SQL• Data-driven storytelling and visualisation skills (with tools like Tableau, PowerBI, Metabase ect)• Attention to detail• Experience coding in Python is a plus• Competitive salary• Biannual discretionary performance bonus (equity)• All the latest tech you need• Roll with a free Revolut Metal subscription• Private health insurance• Start the day properly with fresh fruit and cereals• Meal allowance card• Rest up with 22 days’ holiday per year           Exibir mais                     Exibir menos             "
33,Data Engineer - Support,                 FARFETCH               ,"               Porto, Porto, Portugal             ",                                                                                                                                                                       Há 1 mês          ,"           FARFETCH exists for the love of fashion. Our mission is to be the global platform for luxury fashion, connecting creators, curators and consumers.We're a positive platform for good, bringing together an incredible creative community made up by our people, our partners and our customers. This community is at the heart of our business success. We welcome differences, empower individuality and celebrate diverse skills and perspectives, creating an inclusive environment for everyone. We are FARFETCH for All.TECHNOLOGYWe're on a mission to build the technology that powers the global platform for luxury fashion. We operate a modular end-to-end technology platform purpose-built to connect the luxury fashion ecosystem worldwide, addressing complex challenges and enjoying it. We're empowered to break traditions and revolutionise, with the freedom and autonomy to make a difference for our customers all over the world.PORTOOur Porto office is located in Portugal's vibrant second city, known for its history and its creative yet cosy environment. From Account Management to Technology and Product, whatever your skills are, you'll find your fit here. You can have an informal meeting in the treehouse or play the piano in your lunch break!THE ROLEWe are looking for someone to join our Data Engineer Support team. Within the role, you will be in charge for supporting some of the Analysts' daily tasks (mainly assisting on punctual issues or lack of performance), Development teams, and other stakeholders all over the world in an environment on top of several different technologies (Databricks, BigQuery, Looker, SQL, Excel macros,...), working over Data Products frameworks and contribute for internal processes improvements and revision.What You'll DoYou will work with a variety of technologies (BigQuery, Databricks, Python, Looker, SQL Server) to support analysts and stakeholders;You will work with developers to implement and support Data Products frameworks;You will support analysts on their daily tasks (review SQL queries, performance, ad-hoc support requests, tech guidance, etc...);You will work with the leadership team creating new processes and revising the existing ones;You will work with stakeholders all around the world.Who You AreYou are a professional with a Computer Engineering background and support skills;You are a professional interested in learning new data technologies;You have experience in SQL;You have experience with CI/CD tools;You have experience with version control software (eg. Git);You have a troubleshooting mindset (impact analysis and prioritization);At ease with written and spoken English.Rewards & BenefitsHealth insurance for the whole family, flexible working environment and well-being support and toolsExtra days off, sabbatical program and days for you to give back for the communityTraining opportunities and free access to UdemyFlexible benefits programFARFETCH Equity planEQUAL OPPORTUNITIES STATEMENTFARFETCH is an equal opportunities employer ensuring that all applicants are treated equally and fairly throughout our recruitment process. We are determined that no applicant experiences discrimination on the basis of sex, race, ethnicity, religion or belief, disability, age, gender identity, ancestry, sexual orientation, veteran status, marriage and civil partnership, pregnancy and maternity, or any other basis prohibited by applicable law. We continue to build our consciously inclusive culture as part of our Positively FARFETCH strategy throughout our business, partnerships and communities.           Exibir mais                     Exibir menos             "
34,Data Engineer,                 Tripadvisor               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 2 semanas          ,"   Data Engineer, LisbonThis is an exciting opportunity to join the Viator engineering team in Lisbon, Portugal. Viator is a world leading marketplace for experiences and is part of TripAdvisor, the world’s largest travel site. The Viator team consists of world-class experts in SEO, usability, marketing, and of course, technology. Bring your skills and enthusiasm to this collaborative team.The role will see you implementing our data strategy within our marketplace platform that connects tour operators, travellers and third party distributors, including e-Commerce websites and multiple backend systems. You will work alongside our agile development teams using the latest technologies to deliver solutions in a fast paced and complex environment. If you are looking to be challenged technically and have fun, this is the place for you!On your first day, we'd love for you to have:Expertise and industry experience working with data warehouses, data lakes and reporting tools.Experience building data pipelines and streaming / processing large amounts of data to / from cloud environments.An understanding of CI/CD approach to platform builds.A history of researching and trying out new technologies.An understanding of software development fundamentals: testability, performance, simplicity - in essence, clean code.A passion for working within a team (we prize our team culture) and the ability to work more autonomously from time to time.Eagerness to learn our business domain (without understanding our domain, we can’t get information from our data).Nice To HaveExperience with one or more prominent languages such as Java, Python, Bash, C#.Industry experience with public cloud offerings (e.g., AWS, Azure, Google Cloud Platform).Experience leveraging machine learning to solve real problems.An interest or involvement in open source software.A degree in computer science or a related field (Science, Mathematics etc.).A love of travel is not required, but hey - why not?We believe that we are better together, and at Tripadvisor we welcome you for who you are. Our workplace is for everyone, as is our people powered platform. At Tripadvisor, we want you to bring your unique identities, abilities, and experiences, so we can collectively revolutionize travel and together find the good out there.We strive to create an accessible and inclusive experience for all candidates. If you need a reasonable accommodation during the application or the recruiting process, please make sure to reach out to your individual recruiter or our team at greenhouse@tripadvisor.com.           Exibir mais                     Exibir menos             "
